"cast_id","gender","id","name","order","movie_id","title","genres","budget","revenue","vote_count","vote_average","popularity","runtime","release_date","genre_order"
"12","Male","33321","Sam J. Jones",0,3604,"Flash Gordon","Fiction",3.5e+07,27107960,237,6.1,6.346979,111,1980-09-01,1
"4","Male","51717","Gerald Mohr",0,6974,"The Angry Red Planet","Adventure",0,0,24,5.7,2.891661,83,1959-11-23,1
"1","Male","50967","Doug McClure",0,26398,"At the Earth's Core","Adventure",0,0,35,5.4,3.277291,90,1976-07-01,1
"1","Female","13637","Joan Collins",0,42218,"Empire of the Ants","Fiction",0,0,26,4.6,3.244027,89,1977-06-29,1
"1","Male","190","Clint Eastwood",0,10649,"The Enforcer","Action",9e+06,46236000,232,6.7,7.550133,96,1976-12-20,1
"1","Male","51576","Chuck Norris",0,42566,"An Eye for an Eye","Action",0,7496681,24,5.5,2.28638,106,1981-08-14,1
"1","Male","190","Clint Eastwood",0,17689,"The Gauntlet","Action",5500000,26414658,121,6.6,6.389326,109,1977-12-21,1
"1","Male","16420","Richard Boone",0,34084,"I Bury the Living","Horror",0,0,10,5.9,0.520916,76,1958-07-01,1
"1","Male","51576","Chuck Norris",0,15983,"Invasion U.S.A.","Action",0,0,51,5.3,3.846849,107,1985-09-27,1
"1","Male","51576","Chuck Norris",0,14854,"Lone Wolf McQuade","Action",5e+06,12232628,67,5.5,5.839893,107,1983-04-14,1
"1","Male","9296","Balthazar Getty",0,10847,"Lord of the Flies","Adventure",0,0,143,6.5,13.889303,90,1990-03-16,1
"1","Male","141450","Mel Smith",0,33525,"Morons from Outer Space","Comedy",0,0,15,4.8,1.566559,90,1985-03-29,1
"2","Male","30560","Patrick Wayne",0,27591,"The People That Time Forgot","Adventure",0,0,18,5.4,13.5265,90,1977-07-06,1
"1","Male","4347","Frank Sinatra",0,299,"Ocean's Eleven","Comedy",0,0,79,6.6,7.29506,127,1960-02-17,1
"1","Male","38559","Christopher Lambert",0,31945,"The Sicilian","Drama",16500000,0,22,5,5.979288,116,1987-10-23,1
"4","Male","11390","Peter OToole",0,42160,"The Stunt Man","Action",0,0,44,7,3.909063,131,1980-06-27,1
"1","Male","190","Clint Eastwood",0,10650,"Sudden Impact","Action",2.2e+07,67642693,210,6.5,9.737907,117,1983-12-07,1
"1","Male","887","Owen Wilson",0,8007,"Behind Enemy Lines","Action",4e+07,91753202,464,6,11.185625,106,2001-11-17,1
"1","Female","448","Hilary Swank",0,19076,"The Affair of the Necklace","Drama",0,0,25,6,5.429441,118,2001-11-20,1
"2","Male","26042","Jerry Stiller",0,81442,"The Independent","Comedy",0,0,6,5.8,1.345586,95,2000-11-10,1
"11","Male","42545","Ron Jeremy",0,50562,"Porn Star: The Legend of Ron Jeremy","Documentary",0,0,9,6,0.794916,80,2001-01-01,1
"1","Male","19210","James Van Der Beek",0,13503,"Texas Rangers","Action",0,0,19,5.4,4.090903,110,2001-11-30,1
"11","Male","1461","George Clooney",0,161,"Ocean's Eleven","Crime",8.5e+07,450717150,3857,7.2,12.114932,116,2001-12-07,1
"1","Female","12041","Julia Stiles",0,31064,"The Business of Strangers","Drama",0,0,19,5.7,2.239112,84,2001-01-19,1
"6","Male","109406","Grant Williams",0,31682,"The Incredible Shrinking Man","Drama",750000,0,91,7.3,4.910227,81,1957-02-22,1
"3","Male","54620","Branko Đurić",0,8342,"No Man's Land","Action",1012153,0,104,7.4,5.0511,98,2001-09-08,1
"2","Male","4589","Benjamin Bratt",0,55479,"Piñero","Drama",0,0,1,7,0.362429,103,2001-01-01,1
"8","Male","13820","Barry Fitzgerald",0,4886,"And Then There Were None","Crime",0,0,58,6.7,4.496034,97,1945-10-31,1
"7","Male","2895","Emil Jannings",0,228,"The Blue Angel","Drama",0,0,52,7.4,2.40612,108,1930-03-31,1
"1","Male","2157","Robin Williams",0,23111,"Moscow on the Hudson","Comedy",0,25100000,52,6.3,4.021828,115,1984-06-04,1
"4","Female","2405","Audrey Tautou",0,194,"Amélie","Comedy",1e+07,173921954,3403,7.8,12.879381,122,2001-04-25,1
"11","Female","69210","Chyler Leigh",0,11397,"Not Another Teen Movie","Comedy",1.6e+07,66468332,444,5.5,9.101896,89,2001-12-07,1
"13","Male","500","Tom Cruise",0,1903,"Vanilla Sky","Drama",6.8e+07,203388341,1100,6.5,10.071057,136,2001-12-10,1
"1","Female","5309","Judi Dench",0,11889,"Iris","Drama",0,0,48,6.2,2.964908,91,2001-12-14,1
"1","Male","57829","Anthony LaPaglia",0,9523,"Lantana","Crime",0,0,53,6.4,2.994899,121,2001-10-04,1
"2","Male","193","Gene Hackman",0,9428,"The Royal Tenenbaums","Comedy",2.1e+07,71441250,1317,7.4,9.707542,110,2001-10-05,1
"1","Male","6384","Keanu Reeves",0,1649,"Bill & Ted's Bogus Journey","Adventure",0,0,311,5.9,7.256293,98,1991-07-19,1
"1","Male","3895","Michael Caine",0,35201,"The Holcroft Covenant","Action",0,0,18,5.2,3.163464,112,1985-09-20,1
"7","Male","2076","David Warner",0,42724,"Morgan: A Suitable Case for Treatment","Comedy",0,0,9,5.7,1.207649,97,1966-01-01,1
"1","Female","10660","Tanya Roberts",0,24264,"Sheena","Action",2.5e+07,5778353,22,5,4.11214,117,1984-08-17,1
"1","Male","51576","Chuck Norris",0,27150,"Silent Rage","Action",4500000,10500000,22,5,1.808605,103,1982-04-02,1
"1","Male","21368","Peter Strauss",0,26978,"Spacehunter: Adventures in the Forbidden Zone","Adventure",1.5e+07,16500000,37,5.1,3.521436,90,1983-05-20,1
"1","Male","4724","Kevin Bacon",0,19209,"White Water Summer","Adventure",0,300859,28,6.1,7.74579,90,1987-07-10,1
"1","Male","5384","Method Man",0,8386,"How High","Comedy",1.2e+07,31155435,230,6.4,6.796277,93,2001-12-21,1
"1","Female","73016","Debi Derryberry",0,12589,"Jimmy Neutron: Boy Genius","Action",2.5e+07,80936232,235,5.6,7.308162,83,2001-12-21,1
"1","Male","12898","Tim Allen",0,12312,"Joe Somebody","Comedy",3.8e+07,0,40,5.5,4.273193,99,2001-12-21,1
"8","Female","5344","Meg Ryan",0,11232,"Kate & Leopold","Comedy",0,0,430,6,7.196356,118,2001-12-25,1
"28","Male","109","Elijah Wood",0,120,"The Lord of the Rings: The Fellowship of the Ring","Action",9.3e+07,871368364,8892,8,32.070725,178,2001-12-18,1
"1","Male","206","Jim Carrey",0,11086,"The Majestic","Drama",7.2e+07,37317558,193,6.6,8.063684,152,2001-12-21,1
"4","Male","934","Russell Crowe",0,453,"A Beautiful Mind","Drama",6e+07,313542341,3087,7.7,11.93646,135,2001-12-11,1
"5","Male","228","Ed Harris",0,453,"A Beautiful Mind","Drama",6e+07,313542341,3087,7.7,11.93646,135,2001-12-11,1
"21","Female","11782","Adrienne Barbeau",0,12724,"The Convent","Comedy",0,0,14,5.4,1.351392,79,2000-01-21,1
"1","Male","3150","Tony Curtis",0,11414,"The Defiant Ones","Crime",0,0,49,6.9,3.666979,96,1958-08-14,1
"11","Male","19020","Walter Huston",0,31507,"Dodsworth","Drama",0,0,27,6.9,2.010982,101,1936-09-23,1
"3","Male","5694","Robert Forster",0,42612,"Medium Cool","Drama",0,0,14,7,1.080317,111,1969-08-27,1
"1","Male","4110","Humphrey Bogart",0,18783,"Sahara","Action",0,0,29,7.3,2.27778,97,1943-09-02,1
"9","Male","12446","Peter Sellers",0,10794,"The Party","Comedy",1500000,0,160,7.3,5.354787,99,1968-04-04,1
"4","Female","20141","Deborah Kerr",0,43136,"Separate Tables","Drama",0,0,29,6.3,1.588943,100,1958-12-18,1
"2","Female","29902","Melina Mercouri",0,5052,"Topkapi","Adventure",0,0,35,6.1,4.769209,119,1964-09-02,1
"6","Male","10922","Tyrone Power",0,37257,"Witness for the Prosecution","Crime",3e+06,9e+06,278,8.1,9.730217,116,1957-12-17,1
"33","Male","2888","Will Smith",0,8489,"Ali","Drama",1.07e+08,87713825,457,6.7,9.303104,157,2001-12-11,1
"20","Male","2299","Josh Hartnett",0,855,"Black Hawk Down","Action",9.2e+07,172989651,1832,7.2,10.064446,144,2001-12-28,1
"1","Female","112","Cate Blanchett",0,12660,"Charlotte Gray","Drama",0,741394,31,6.1,11.34469,121,2001-12-17,1
"2","Female","15735","Helen Mirren",0,5279,"Gosford Park","Drama",19800000,87754044,256,6.8,14.101101,137,2001-11-07,1
"1","Male","2228","Sean Penn",0,10950,"I Am Sam","Drama",2.2e+07,92542418,542,7.2,12.935016,132,2001-12-28,1
"6","Female","4587","Halle Berry",0,1365,"Monster's Ball","Drama",4e+06,44909486,254,6.6,6.341187,111,2001-11-11,1
"1","Male","1979","Kevin Spacey",0,6440,"The Shipping News","Drama",0,0,112,6.4,8.191094,111,2001-12-18,1
"17","Male","3381","Glenn Ford",0,14580,"The Big Heat","Crime",0,0,111,7.9,8.48839,89,1953-10-14,1
"1","Male","975731","Jordan Christopher Michael",0,49410,"Motorama","Comedy",0,0,13,6.2,1.147517,90,1991-09-10,1
"8","Female","31550","Joan Crawford",0,28296,"Queen Bee","Drama",0,0,6,5.9,5.002136,95,1955-11-07,1
"1","Male","16644","Dolph Lundgren",0,24206,"Silent Trigger","Action",1.5e+07,76382,22,5,1.672406,93,1996-06-26,1
"12","Male","2314","Peter Falk",0,6037,"Murder by Death","Comedy",0,0,187,7.4,5.570606,94,1976-06-23,1
"1","Male","21605","Dirk Bogarde",0,42987,"The Servant","Drama",0,0,48,7.3,6.071204,116,1963-11-01,1
"3","Male","7036","Eric Stoltz",0,61418,"The Waterdance","Drama",0,0,6,6.8,4.358659,106,1992-05-13,1
"2","Male","79033","Jérémie Elkaïm",0,27099,"Come Undone","Drama",0,0,24,6.1,2.242307,100,2000-06-07,1
"1","Male","3492","Colin Hanks",0,11857,"Orange County","Comedy",0,0,134,6,4.582365,82,2002-01-10,1
"1","Male","49025","Samuel Le Bihan",0,6312,"Brotherhood of the Wolf","Action",2.9e+07,70752904,404,6.6,11.564252,137,2001-01-31,1
"1","Male","776","Eddie Murphy",0,11595,"Another 48 Hrs.","Action",3.8e+07,153518974,205,5.8,6.938921,95,1990-06-08,1
"2","Male","71171","Lee Kang-Sheng",0,24166,"What Time Is It There?","Drama",0,0,21,7.5,1.363895,116,2001-05-15,1
"3","Male","228","Ed Harris",0,26337,"China Moon","Mystery",0,0,19,5.4,7.340512,99,1994-03-04,1
"1","Female","36042","Rachel Ward",0,59066,"The Umbrella Woman","Drama",0,1155000,2,5.5,0.139463,98,1987-05-14,1
"2","Female","2630","Nastassja Kinski",0,77985,"Maria's Lovers","Drama",0,0,5,5.3,1.631723,109,1984-01-27,1
"1","Male","56819","Dudley Moore",0,77074,"Romantic Comedy","Comedy",0,0,4,5,1.076058,103,1983-10-07,1
"1","Male","738","Sean Connery",0,10170,"The Russia House","Action",22997992,0,54,6.3,10.445117,122,1990-12-19,1
"1","Female","6238","Juliet Stevenson",0,18317,"Truly Madly Deeply","Comedy",0,0,14,6.6,2.066145,106,1990-11-10,1
"1001","Male","10669","Timothy Dalton",0,98491,"Wuthering Heights","Drama",0,0,13,7,1.090793,104,1970-06-09,1
"3","Female","6352","Jane Fonda",0,26686,"California Suite","Comedy",0,0,24,6,3.075976,103,1978-12-15,1
"3","Male","10922","Tyrone Power",0,61934,"The Long Gray Line","Comedy",0,0,10,6.7,0.936527,138,1955-02-09,1
"16","Male","12688","Peter MacNicol",0,848,"Dragonslayer","Fantasy",1.8e+07,14110013,69,6.5,3.383201,108,1981-06-26,1
"8","Male","1100","Arnold Schwarzenegger",0,9610,"Conan the Destroyer","Action",1.8e+07,1e+08,391,5.8,10.151366,103,1984-06-29,1
"9","Male","10343","Hervé Villechaize",0,16127,"Forbidden Zone","Comedy",0,0,30,7.3,2.234554,74,1980-03-21,1
"1","Male","862","George C. Scott",0,31603,"The Formula","Crime",0,8894289,9,6,4.402396,117,1980-01-01,1
"1","Female","1038","Jodie Foster",0,32020,"Foxes","Drama",0,4400000,23,5.7,2.825173,106,1980-02-29,1
"1","Female","114921","Dorothy Stratten",0,33155,"Galaxina","Comedy",5500000,4865000,16,3.3,1.409619,95,1980-06-06,1
"14","Male","33","Gary Sinise",0,4965,"Impostor","Action",4e+07,0,136,6.1,8.209652,102,2001-12-03,1
"39","Male","26485","Jim Belushi",0,11888,"Snow Dogs","Adventure",3.3e+07,0,190,5.3,13.470227,99,2002-01-18,1
"15","Male","1733","Nick Nolte",0,150,"48 Hrs.","Action",1.2e+07,78868508,364,6.5,15.297121,96,1982-12-07,1
"3","Male","11610","Josef Bierbichler",0,35263,"The Farewell","Drama",0,0,1,5,0.042859,91,2000-05-14,1
"6","Male","1181","Peter Gantzler",0,112,"Italian for Beginners","Comedy",0,0,33,6.5,5.396508,112,2000-12-07,1
"4","Male","22675","Damon Wayans",0,20678,"Blankman","Action",0,0,42,4.9,2.057471,96,1994-08-19,1
"2","Male","4690","Christopher Walken",0,15050,"Brainstorm","Fiction",1.5e+07,10219460,65,6.3,9.974312,106,1983-09-30,1
"1","Male","58319","Jason Scott Lee",0,10423,"Dragon: The Bruce Lee Story","Drama",1.4e+07,63513743,156,6.8,5.079464,120,1993-05-07,1
"1","Male","4347","Frank Sinatra",0,17691,"4 for Texas","Comedy",0,0,16,4.6,1.999626,124,1963-12-25,1
"4","Male","11610","Josef Bierbichler",0,27378,"Heart of Glass","Comedy",0,0,19,6.5,1.779207,94,1976-11-12,1
"17","Male","55636","Donald Sutherland",0,651,"M*A*S*H","Comedy",3500000,81600000,238,6.9,7.701349,116,1970-01-24,1
"1","Female","3092","Diane Keaton",0,31955,"Mrs. Soffel","Drama",0,4385312,10,6.3,1.893822,112,1984-12-26,1
"1","Male","18735","Rock Hudson",0,20620,"Seconds","Drama",0,0,70,7.1,6.097929,100,1966-10-05,1
"1","Male","3084","Marlon Brando",0,18647,"One-Eyed Jacks","Action",6e+06,4300000,45,6.2,6.945886,141,1961-03-30,1
"17","Male","8767","Jim Caviezel",0,11362,"The Count of Monte Cristo","Action",3.5e+07,75395048,463,7.3,10.765924,131,2002-01-23,1
"1","Male","1205","Richard Gere",0,2637,"The Mothman Prophecies","Drama",3.2e+07,55157539,307,6.1,8.50563,119,2002-01-25,1
"1","Female","16855","Mandy Moore",0,10229,"A Walk to Remember","Drama",1.1e+07,41227069,1057,7.5,8.054499,101,2002-01-25,1
"1","Female","278926","Cherry Pie Picache",0,50819,"American Adobo","Comedy",344,4,3,5.3,0.158651,104,2001-09-29,1
"2","Female","8791","Marie-Josée Croze",0,35650,"Maelström","Drama",0,0,18,6.3,1.343844,87,2000-09-08,1
"1","Male","69488","Nanni Moretti",0,11447,"The Son's Room","Drama",0,0,71,6.3,7.331867,99,2001-03-09,1
"19","Male","1230","John Goodman",0,16550,"Storytelling","Comedy",0,0,64,6.4,9.447478,87,2001-11-08,1
"1","Male","75946","Fab Filippo",0,13915,"Waydowntown","Comedy",555000,0,5,6,0.506962,84,2000-01-01,1
"1","Male","109","Elijah Wood",0,34723,"The Adventures of Huck Finn","Action",6500000,0,43,6.2,4.048513,108,1993-04-02,1
"2","Male","12836","Ted Danson",0,31674,"Cousins","Comedy",1.3e+07,22030000,14,5.1,7.584638,109,1989-02-10,1
"1","Male","380","Robert De Niro",0,52744,"Falling in Love","Drama",0,11129057,61,6.4,5.289075,102,1984-11-21,1
"1","Female","8237","Doris Day",0,43340,"Young at Heart","Drama",0,0,8,5.9,0.86603,117,1954-12-01,1
"1","Male","41088","Jason Segel",0,20009,"Slackers","Comedy",1.4e+07,6413915,60,5.4,8.559189,86,2002-02-01,1
"9","Female","2227","Nicole Kidman",0,2084,"Birthday Girl","Comedy",1.3e+07,0,104,6.1,6.271279,93,2001-09-06,1
"2","Female","13333","Vanessa Redgrave",0,50225,"A Rumor of Angels","Drama",0,0,7,6.5,3.278211,106,2000-09-08,1
"2","Male","227","William Hurt",0,74692,"Rare Birds","Comedy",5e+06,0,7,5.4,1.788953,99,2001-09-09,1
"2","Female","123347","Juanita Brown",0,39775,"Caged Heat","Action",180000,0,9,5.1,2.030808,83,1974-04-19,1
"2","Female","20155","Dorothy Dandridge",0,51044,"Carmen Jones","Drama",750000,0,14,6.8,3.552627,105,1954-10-27,1
"4","Male","68750","Robert Townsend",0,29475,"The Five Heartbeats","Drama",0,0,21,7.9,5.861963,121,1991-03-29,1
"5","Male","16927","Gérard Depardieu",0,4267,"Get Out Your Handkerchiefs","Comedy",0,0,18,6.9,2.411369,108,1978-01-11,1
"4","Male","16927","Gérard Depardieu",0,4031,"Going Places","Comedy",0,0,61,7.1,2.836965,117,1974-05-12,1
"2","Male","33533","David Rasche",0,47871,"Honky Tonk Freeway","Action",2.4e+07,939423,0,0,0.420615,107,1981-08-21,1
"1","Female","19534","Gina Lollobrigida",0,11594,"The Hunchback of Notre Dame","Drama",0,0,11,6.9,2.646421,115,1956-12-19,1
"1","Male","3829","Jean-Paul Belmondo",0,19562,"The Magnificent One","Action",0,0,33,7.2,3.206246,95,1973-11-23,1
"1","Male","51391","Frankie Muniz",0,11870,"Big Fat Liar","Comedy",1.5e+07,52970014,202,5.6,4.643981,88,2002-02-08,1
"14","Male","1100","Arnold Schwarzenegger",0,9884,"Collateral Damage","Action",8.5e+07,78382433,431,5.5,10.175503,108,2002-02-06,1
"1","Male","21594","Chris Klein",0,11535,"Rollerball","Action",0,0,106,3.4,9.347077,98,2002-02-08,1
"4","Male","6474","James Le Gros",0,27593,"Scotland, Pa.","Comedy",0,0,11,5.9,3.227759,104,2001-03-15,1
"9","Male","3266","Joe Mantegna",0,11212,"Baby's Day Out","Action",5e+07,16671505,281,5.8,12.508518,99,1994-07-01,1
"1","Male","16475","Burt Reynolds",0,69928,"The Man Who Loved Women","Comedy",1.9e+07,1.1e+07,9,4.4,5.214505,110,1983-12-18,1
"2","Male","9309","Richard Pryor",0,21921,"Richard Pryor: Here and Now","Comedy",0,0,9,7.2,0.353046,95,1983-10-28,1
"1","Male","21403","Thomas Ian Nicholas",0,21845,"Rookie of the Year","Comedy",0,53579269,78,5.8,6.961256,103,1993-07-07,1
"1","Male","4729","Tom Guiry",0,11528,"The Sandlot","Comedy",0,32416586,272,7.1,10.392243,101,1993-04-07,1
"10","Female","24974","Emma Suárez",0,2441,"Cows","Drama",0,0,13,5.2,1.9687,96,1992-02-26,1
"18","Female","1666","Julie Christie",0,931,"Don't Look Now","Drama",1500000,0,197,7.1,5.966221,110,1973-12-03,1
"19","Male","62","Bruce Willis",0,10592,"Hart's War","Drama",7e+07,32287044,246,5.9,14.116474,125,2002-02-15,1
"1","Male","5292","Denzel Washington",0,8470,"John Q","Crime",3.6e+07,102244770,604,7,8.867562,116,2002-02-15,1
"1","Female","107358","Harriet Owen",0,16690,"Return to Never Land","Adventure",2e+07,109862682,304,6.1,8.759774,72,2002-02-14,1
"10","Male","11510","Macaulay Culkin",0,9272,"The Good Son","Drama",1.7e+07,44456478,202,6.2,7.873794,87,1993-09-24,1
"2","Male","3895","Michael Caine",0,14778,"Last Orders","Comedy",0,0,22,6,2.76118,109,2001-09-10,1
"1","Male","12446","Peter Sellers",0,19137,"After the Fox","Comedy",0,0,18,5.8,1.273061,108,1966-01-01,1
"4","Female","29623","Lana Turner",0,32499,"The Bad and the Beautiful","Drama",1558000,0,43,7.4,3.12508,118,1952-12-25,1
"1","Male","2090","Kirk Douglas",0,8737,"Cast a Giant Shadow","Action",0,0,8,5.9,0.790084,146,1966-03-30,1
"1","Male","8487","Gregory Peck",0,33668,"Designing Woman","Comedy",0,0,10,5.1,1.904237,118,1957-05-16,1
"1","Male","28164","Charles Grodin",0,40687,"The Heartbreak Kid","Comedy",0,0,16,6.8,1.165341,106,1972-12-17,1
"15","Male","3359","Laurence Olivier",0,993,"Sleuth","Mystery",0,0,152,7.5,10.387423,138,1972-12-10,1
"1","Female","26662","Jennifer ONeill",0,41357,"Summer of '42","Comedy",0,0,31,6.5,2.955581,103,1971-04-09,1
"2","Male","18364","George Segal",0,42458,"A Touch of Class","Comedy",0,0,15,6,1.11576,106,1973-01-01,1
"9","Male","2090","Kirk Douglas",0,93427,"Town Without Pity","Drama",0,0,4,6.3,0.727819,105,1961-10-10,1
"1","Male","6856","Kurt Russell",0,14475,"Used Cars","Action",8e+06,11715321,71,6.3,6.963023,113,1980-07-11,1
"3","Male","29643","Craig Stevens",0,43715,"The Deadly Mantis","Fiction",0,0,16,5.3,1.738062,79,1957-05-01,1
"23","Male","1269","Kevin Costner",0,10052,"Dragonfly","Drama",6e+07,52322400,209,6.2,4.924078,104,2002-02-22,1
"13","Male","56778","Stuart Townsend",0,11979,"Queen of the Damned","Drama",3.5e+07,45479110,247,5.5,8.436243,101,2002-02-10,1
"1","Male","723","Patrick Swayze",0,35868,"Green Dragon","Action",0,0,10,5.5,0.755576,115,2001-01-01,1
"1","Male","11181","Kenneth Branagh",0,13791,"How to Kill Your Neighbor's Dog","Comedy",0,0,22,6.5,6.38471,107,2002-02-22,1
"18","Male","980","Vinnie Jones",0,9991,"Mean Machine","Comedy",0,0,158,6.1,6.00447,99,2001-12-26,1
"3","Male","6497","Naseeruddin Shah",0,480,"Monsoon Wedding","Comedy",0,0,59,6.8,10.625504,114,2001-08-30,1
"2","Female","1276","Patricia Clarkson",0,44340,"Wendigo","Horror",0,0,22,5,0.910772,91,2001-01-23,1
"4","Male","92940","Beanie Sigel",0,25006,"State Property","Action",0,2106838,10,4.4,0.620718,88,2002-01-18,1
"1","Male","6837","Walter Matthau",0,23479,"The Bad News Bears","Comedy",3.5e+07,35323292,100,7,8.399441,102,1976-04-07,1
"1","Male","3150","Tony Curtis",0,66946,"The Bad News Bears Go to Japan","Comedy",0,0,11,5.5,1.047396,91,1978-06-30,1
"3","Male","21416","William Devane",0,19050,"The Bad News Bears in Breaking Training","Comedy",0,19104350,15,6,1.912284,100,1977-07-08,1
"7","Male","120481","Jan Vostrčil",0,38442,"The Firemen's Ball","Comedy",0,0,35,7.1,2.589616,71,1967-12-15,1
"2","Male","36929","Clayton Moore",0,108266,"The Lone Ranger","Adventure",0,0,7,6.1,0.889869,86,1956-02-25,1
"2","Male","36929","Clayton Moore",0,108267,"The Lone Ranger and the Lost City of Gold","Action",0,0,3,6.3,1.037915,81,1958-01-01,1
"19","Male","67471","Hideyuki Tanaka",0,15999,"Vampire Hunter D: Bloodlust","Action",0,0,92,7,5.204291,103,2000-08-25,1
"13","Male","8741","Victor Sjöström",0,614,"Wild Strawberries","Drama",0,0,306,7.9,6.89416,91,1957-12-26,1
"2","Male","6577","James Whitmore",0,56133,"Black Like Me","Drama",0,0,0,0,0.006154,105,1964-01-01,1
"4","Female","14974","Barbara Stanwyck",0,121703,"Cattle Queen of Montana","Western",0,0,3,4.3,0.313233,88,1954-11-18,1
"1","Female","2206","Samantha Morton",0,77955,"Under the Skin","Drama",1e+06,0,7,7.6,0.364631,82,1997-11-28,1
"1","Male","2299","Josh Hartnett",0,2752,"40 Days and 40 Nights","Comedy",1.7e+07,0,306,5.2,8.628928,94,2002-03-01,1
"19","Male","2461","Mel Gibson",0,10590,"We Were Soldiers","Action",7.5e+07,114660784,531,6.7,11.34706,138,2002-03-01,1
"2","Male","22461","Vincent Gallo",0,40723,"Trouble Every Day","Drama",0,0,31,5.9,1.707091,101,2001-07-11,1
"6","Female","2230","Pam Grier",0,29039,"The Arena","Action",0,0,7,6,3.44163,82,1974-03-13,1
"3","Female","2230","Pam Grier",0,22910,"The Big Bird Cage","Action",0,0,21,5.9,2.077256,96,1972-07-01,1
"2","Female","112404","Judith Brown",0,42517,"The Big Doll House","Action",0,0,20,6,1.554937,95,1971-01-01,1
"3","Male","31925","Hugh Quarshie",0,40364,"The Church","Horror",3500000,0,36,5.8,3.117965,102,1989-03-10,1
"2","Female","2453","Mary Steenburgen",0,115332,"Cross Creek","Drama",0,0,6,6.5,1.97664,127,1983-09-21,1
"4","Male","13472","Tim Curry",0,13225,"FernGully: The Last Rainforest","Animation",0,32710894,155,6.1,7.477944,76,1992-04-10,1
"2","Male","1205","Richard Gere",0,46717,"Intersection","Drama",4.5e+07,21355893,40,5.1,8.295437,98,1994-01-21,1
"5","Male","9309","Richard Pryor",0,63510,"Jo Jo Dancer, Your Life Is Calling","Drama",0,0,5,6.8,0.109362,97,1986-05-02,1
"1","Male","6844","Dom DeLuise",0,35614,"A Troll in Central Park","Animation",2.3e+07,71368,40,4.4,3.612089,76,1994-10-07,1
"2","Female","43203","Tisa Farrow",0,7219,"Zombie Flesh Eaters","Horror",0,0,130,6.4,6.798595,91,1979-08-25,1
"1","Male","2638","Cary Grant",0,35810,"The Amazing Quest of Ernest Bliss","Comedy",0,0,6,6.8,0.505588,80,1936-07-28,1
"1","Male","82388","Bob Hope",0,18649,"My Favorite Brunette","Comedy",0,0,13,6.6,1.196569,87,1947-04-04,1
"1","Male","30181","Fred Astaire",0,18646,"Royal Wedding","Comedy",0,0,17,6.3,2.275332,93,1951-01-01,1
"1","Male","13566","Edward G. Robinson",0,17058,"Scarlet Street","Drama",1202007,2948386,70,7.7,6.360746,103,1945-12-28,1
"1","Male","9778","Ice Cube",0,13950,"All About the Benjamins","Action",1.4e+07,25482931,52,5.9,3.909079,95,2002-03-08,1
"17","Male","529","Guy Pearce",0,2135,"The Time Machine","Action",8e+07,123729176,644,5.8,8.918134,96,2002-03-04,1
"1","Male","12640","David Duchovny",0,15186,"Full Frontal","Comedy",2e+06,2506446,26,4.8,2.186683,96,2002-08-02,1
"2","Male","11207","David Thewlis",0,43997,"Divorcing Jack","Comedy",0,0,5,6.7,0.817974,110,1998-10-01,1
"2","Male","194","Richard Harris",0,31651,"The Field","Drama",0,1494399,19,7,1.656115,110,1990-12-21,1
"2","Female","3910","Frances McDormand",0,47869,"Hidden Agenda","Drama",0,1030938,21,6.6,1.75515,108,1990-11-21,1
"15","Male","7664","Joseph Cotten",0,965,"The Magnificent Ambersons","Drama",0,0,77,7.5,8.43511,88,1942-07-10,1
"1","Female","3128","Alicia Witt",0,33135,"Fun","Drama",0,0,9,5.7,1.709151,105,1994-01-01,1
"1","Female","4800","Gena Rowlands",0,10889,"Gloria","Action",0,4059673,35,7.2,10.0534,123,1980-10-01,1
"37","Male","1442631","Malcolm McLaren",0,16149,"The Great Rock 'n' Roll Swindle","Comedy",0,0,9,6.7,1.254364,103,1980-09-11,1
"1","Male","7333","Darren McGavin",0,54287,"Hangar 18","Action",0,6e+06,14,5.1,0.657274,97,1980-07-01,1
"14","Male","3785","Jack Palance",0,25628,"Hawk the Slayer","Action",0,0,13,4.5,2.699959,90,1980-08-27,1
"1","Male","93419","Don Scardino",0,65262,"He Knows You're Alone","Horror",0,0,14,5.3,2.502341,94,1980-09-12,1
"1","Male","10823","Kris Kristofferson",0,10935,"Heaven's Gate","Action",4.4e+07,3484331,56,6.5,4.393576,219,1980-11-19,1
"1","Male","27772","John Ritter",0,44004,"Hero at Large","Action",0,15934737,10,6.4,1.221702,98,1980-02-08,1
"1","Male","8261","Willie Nelson",0,22288,"Honeysuckle Rose","Drama",0,0,3,6.2,0.89977,119,1980-07-18,1
"1","Male","6837","Walter Matthau",0,32030,"Hopscotch","Action",0,0,32,6.7,3.637392,106,1980-09-26,1
"2","Female","83974","Susan Saint James",0,119617,"How to Beat the High Co$t of Living","Comedy",0,0,7,5.8,0.775043,105,1980-07-11,1
"14","Male","50967","Doug McClure",0,29343,"Humanoids from the Deep","Fiction",0,0,48,5.9,7.44429,80,1980-05-01,1
"6","Male","47879","John Savage",0,39503,"Inside Moves","Drama",0,0,5,6.2,0.178039,113,1980-12-19,1
"1","Male","3895","Michael Caine",0,7988,"The Island","Action",0,0,29,5.2,1.282124,114,1980-06-13,1
"1","Male","69669","Neil Diamond",0,15310,"The Jazz Singer","Drama",0,0,10,5.9,0.841574,115,1980-12-17,1
