"title","total_prop_men","total_prop_women","index","year","imdb","test","clean_test","binary","budget.x","domgross","intgross","code","budget2013","domgross2013","intgross2013","period code","decade","cast_id","gender","id","name","order","movie_id","genres","budget.y","revenue","vote_count","vote_average","popularity","runtime","release_date","genre_order"
"Drive",0.8422748815,0.1577251185,211,2011,"tt0780504","dubious-disagree","dubious","FAIL",1.5e+07,35060689,78054825,"2011FAIL",15535362,36312033,80840663,1,1,2,"Male",30614,"Ryan Gosling",0,64690,"Action",1.5e+07,78054825,3832,7.4,15.388875,100,2011-08-06,1
"Drop Dead Gorgeous",0.1971445053,0.8028554947,1295,1999,"tt0157503","ok","ok","PASS",1e+07,10571408,10571408,"1999PASS",13984620,14783713,14783713,4,3,1,"Female",205,"Kirsten Dunst",0,10490,"Comedy",1e+07,10571408,88,6.5,6.396767,98,1999-07-23,1
"Dune",0.7916391276,0.2083608725,1232,2000,"tt0142032","ok","ok","PASS",4.5e+07,27447471,27447471,"2000PASS",60880877,37133914,37133914,3,2,23,"Male",6677,"Kyle MacLachlan",0,841,"Action",4e+07,30925690,576,6.5,9.261189,137,1984-12-14,1
"Eagle Eye",0.5472757292,0.4527242708,581,2008,"tt1059786","notalk-disagree","notalk","FAIL",8e+07,101440743,178066569,"2008FAIL",86580505,109784884,192713668,2,2,4,"Male",10959,"Shia LaBeouf",0,13027,"Action",8e+07,178066569,1038,6.3,14.324875,118,2008-09-25,1
"Eastern Promises",0.6899914457,0.3100085544,681,2007,"tt0765443","ok","ok","PASS",5e+07,17181265,55367342,"2007PASS",56177174,19303898,62207616,2,2,8,"Female",3489,"Naomi Watts",0,2252,"Crime",51500000,55112356,867,7.2,9.897909,100,2007-09-14,1
"Easy A",0.1118687958,0.8881312042,336,2010,"tt1282140","ok-disagree","ok","PASS",8e+06,58401464,76200721,"2010PASS",8545855,62386303,81400037,1,1,1,"Female",54693,"Emma Stone",0,37735,"Comedy",8e+06,74952305,2282,6.7,15.138144,92,2010-09-10,1
"Ed Wood",0.8673279605,0.1326720397,1530,1994,"tt0109707","ok","ok","PASS",1.8e+07,5828466,5828466,"1994PASS",28289965,9160394,9160394,5,3,5,"Male",85,"Johnny Depp",0,522,"Comedy",1.8e+07,5887457,639,7.3,11.720358,127,1994-09-27,1
"Edge of Darkness",0.941309444,0.0586905559,338,2010,"tt1226273","notalk","notalk","FAIL",6e+07,43313890,81208697,"2010FAIL",64093910,46269276,86749716,1,1,2,"Male",2461,"Mel Gibson",0,12201,"Crime",8e+07,74901339,496,6.2,9.554067,117,2010-01-29,1
"Edward Scissorhands",0.3342674139,0.665732586,1604,1990,"tt0099487","ok","ok","PASS",2e+07,53976987,53976987,"1990PASS",35659508,96239640,96239640,5,3,5,"Male",85,"Johnny Depp",0,162,"Drama",2e+07,5.3e+07,3731,7.5,17.612244,105,1990-12-05,1
"Election",0.610027187,0.3899728131,1296,1999,"tt0126886","ok","ok","PASS",8500000,14943582,17202854,"1999PASS",11886927,20898032,24057538,4,3,8,"Male",4756,"Matthew Broderick",0,9451,"Comedy",0,0,275,6.7,7.174396,99,1999-04-23,1
"Elizabeth",0.5660632927,0.4339367074,1345,1998,"tt0127536","ok","ok","PASS",2.5e+07,30082699,82150642,"1998PASS",35728308,42992157,117404137,4,3,2,"Female",112,"Cate Blanchett",0,4518,"Drama",3e+07,82150642,346,7.2,7.566321,124,1998-09-13,1
"Elysium",0.6867273151,0.3132726849,19,2013,"tt1535108","ok-disagree","ok","PASS",1.2e+08,93050117,286192091,"2013PASS",1.2e+08,93050117,286192091,1,1,3,"Male",1892,"Matt Damon",0,68724,"Action",1.15e+08,286140700,3510,6.4,15.232738,109,2013-08-07,1
"Emma",0.2515520027,0.7484479972,1452,1996,"tt0116191","ok","ok","PASS",5900000,22231658,37831658,"1996PASS",8762473,33017679,56186252,4,3,6,"Female",12052,"Gwyneth Paltrow",0,3573,"Comedy",6e+06,22231658,152,6.7,6.593011,121,1996-08-02,1
"Enemy of the State",0.8844091566,0.1155908434,1346,1998,"tt0120660","notalk","notalk","FAIL",8.5e+07,111549836,250649836,"1998FAIL",121476247,159419475,358211780,4,3,16,"Male",2888,"Will Smith",0,9798,"Action",9e+07,250649836,1266,6.7,12.978751,132,1998-11-20,1
"Equilibrium",0.8901303538,0.1098696462,1091,2002,"tt0238380","notalk","notalk","FAIL",2e+07,1190018,5345869,"2002FAIL",25903584,1541287,6923858,3,2,1,"Male",3894,"Christian Bale",0,7299,"Action",2e+07,5359645,1584,6.9,12.671637,107,2002-12-06,1
"Erin Brockovich",0.3827527899,0.6172472099,1233,2000,"tt0195685","ok","ok","PASS",5e+07,125548685,257805243,"2000PASS",67645419,169855868,348786874,3,2,25,"Female",1204,"Julia Roberts",0,462,"Drama",5.2e+07,256271286,730,7.1,10.135446,131,2000-03-17,1
"Escape from L.A.",0.7588957056,0.2411042945,1453,1996,"tt0116225","notalk","notalk","FAIL",5e+07,25426861,25426861,"1996FAIL",74258246,37763082,37763082,4,3,12,"Male",6856,"Kurt Russell",0,10061,"Action",5e+07,42277365,381,5.6,12.229381,97,1996-08-09,1
"Escape from New York",0.9253285544,0.0746714457,1718,1981,"tt0082340","nowomen-disagree","nowomen","FAIL",6e+06,25244700,25244700,"1981FAIL",15371317,64674049,64674049,NA,NA,11,"Male",6856,"Kurt Russell",0,1103,"Action",6e+06,50244700,720,6.9,10.124544,99,1981-05-22,1
"Eternal Sunshine of the Spotless Mind",0.4707702889,0.5292297112,948,2004,"tt0338013","men","men","FAIL",2e+07,34366518,72993444,"2004FAIL",24663858,42380545,90014995,3,2,5,"Male",206,"Jim Carrey",0,38,"Drama",2e+07,72258126,3758,7.9,12.906327,108,2004-03-19,1
"Event Horizon",0.7746028118,0.2253971883,1413,1997,"tt0119081","ok","ok","PASS",6e+07,26673242,26673242,"1997PASS",87074287,38709226,38709226,4,3,8,"Male",2975,"Laurence Fishburne",0,8413,"Fiction",6e+07,26673242,752,6.4,11.335072,96,1997-08-15,1
"Everything Must Go",0.9516671765,0.0483328235,339,2010,"tt1531663","notalk","notalk","FAIL",5e+06,2712131,2712131,"2010FAIL",5341159,2897185,2897185,1,1,7,"Female",15556,"Rebecca Hall",0,45658,"Comedy",5e+06,2614773,210,6,4.779994,97,2010-10-15,1
"Eyes Wide Shut",0.7712439419,0.2287560581,1297,1999,"tt0120663","ok","ok","PASS",6.5e+07,55691208,86257553,"1999PASS",90900032,77882040,120627912,4,3,1,"Male",500,"Tom Cruise",0,345,"Drama",6.5e+07,162091208,1266,7.1,13.268484,159,1999-07-14,1
"Family Plot",0.5467813796,0.4532186203,1761,1976,"tt0074512","ok","ok","PASS",3e+06,13200000,13200000,"1976PASS",12275482,54012120,54012120,NA,NA,6,"Female",30618,"Barbara Harris",0,5854,"Comedy",2e+06,7900000,86,6.7,4.845776,121,1976-04-09,1
"Fantastic Four",0.7964721847,0.2035278156,850,2005,"tt0120667","notalk-disagree","notalk","FAIL",87500000,154696080,330717080,"2005FAIL",104390399,184557548,394556433,2,2,1,"Male",65524,"Ioan Gruffudd",0,9738,"Action",1e+08,330579719,3040,5.5,19.382082,106,2005-06-29,1
"Fantastic Mr. Fox",0.9350668871,0.0649331129,473,2009,"tt0432283","notalk","notalk","FAIL",4e+07,21002919,46498922,"2009FAIL",43429264,22803533,50485349,2,2,4,"Male",1461,"George Clooney",0,10315,"Adventure",4e+07,46471023,1206,7.5,8.695893,87,2009-10-23,1
"Far from Heaven",0.3490901698,0.6509098303,1092,2002,"tt0297884","ok","ok","PASS",13500000,15901849,29027914,"2002PASS",17484919,20595744,37596351,3,2,1,"Female",1231,"Julianne Moore",0,10712,"Drama",13500000,29027914,145,6.9,10.107519,107,2002-09-01,1
"Fargo",0.7261294261,0.2738705738,1455,1996,"tt0116282","ok-disagree","ok","PASS",7e+06,24567751,51204567,"1996PASS",10396154,36487162,76047227,4,3,7,"Male",3905,"William H. Macy",0,275,"Crime",7e+06,60611975,2080,7.7,12.61469,98,1996-04-05,1
"Fast Times at Ridgemont High",0.626501201,0.373498799,1708,1982,"tt0083929","men","men","FAIL",4500000,27092880,27092880,"1982FAIL",10859706,65382380,65382380,NA,NA,1,"Male",2228,"Sean Penn",0,13342,"Comedy",4500000,27092880,330,7,14.658885,90,1982-08-13,1
"Fear and Loathing in Las Vegas",0.943281622,0.0567183782,1348,1998,"tt0120669","notalk","notalk","FAIL",18500000,10680275,13711903,"1998FAIL",26438948,15263526,19596124,4,3,11,"Male",85,"Johnny Depp",0,1878,"Adventure",18500000,10680275,1321,7.2,9.220346,118,1998-05-22,1
"Fight Club",0.8911305673,0.1088694328,1298,1999,"tt0137523","notalk-disagree","notalk","FAIL",6.5e+07,37030102,100853753,"1999FAIL",90900032,51785192,141040144,4,3,4,"Male",819,"Edward Norton",0,550,"Drama",6.3e+07,100853753,9678,8.3,63.869599,139,1999-10-15,1
"Final Destination",0.6846127126,0.3153872872,1234,2000,"tt0195714","notalk","notalk","FAIL",2.3e+07,53302314,112036870,"2000FAIL",31116893,72113147,151575620,3,2,1,"Male",50398,"Devon Sawa",0,9532,"Horror",2.3e+07,53302314,1416,6.4,14.961416,98,2000-03-16,1
"Final Destination 2",0.3638109872,0.6361890125,1019,2003,"tt0309593","ok","ok","PASS",2.6e+07,46896664,90396664,"2003PASS",32918261,59375255,114450037,3,2,1,"Female",17303,"Ali Larter",0,9358,"Horror",2.6e+07,90426405,1046,5.9,12.638573,90,2003-01-31,1
"Final Destination 3",0.483938205,0.5160617949,756,2006,"tt0414982","ok","ok","PASS",2.5e+07,54098051,112798051,"2006PASS",28894909,62526330,130371575,2,2,11,"Female",17628,"Mary Elizabeth Winstead",0,9286,"Horror",2.5e+07,117719158,1000,5.8,11.872997,93,2006-02-10,1
"Finding Nemo",0.7519249025,0.2480750975,1020,2003,"tt0266543","notalk-disagree","notalk","FAIL",9.4e+07,380529370,906465556,"2003FAIL",119012174,481783272,1147664217,3,2,8,"Male",13,"Albert Brooks",0,12,"Animation",9.4e+07,940335536,6292,7.6,25.497794,100,2003-05-30,1
"Flash Gordon",0.6985827861,0.301417214,1729,1980,"tt0080745","dubious","dubious","FAIL",3.5e+07,27107960,27107960,"1980FAIL",98971875,76655018,76655018,NA,NA,12,"Male",33321,"Sam J. Jones",0,3604,"Fiction",3.5e+07,27107960,237,6.1,6.346979,111,1980-09-01,1
"Flight",0.7818492642,0.2181507358,115,2012,"tt1907668","dubious-disagree","dubious","FAIL",3.1e+07,93772375,161772375,"2012FAIL",31453796,95145068,164140491,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flightplan",0.484186314,0.515813686,851,2005,"tt0408790","ok","ok","PASS",5.5e+07,89706988,225706988,"2005PASS",65616822,107023409,269275914,2,2,9,"Female",1038,"Jodie Foster",0,9315,"Drama",5.5e+07,223387299,796,6.1,12.419851,98,2005-09-22,1
"For Colored Girls",0.1297528127,0.8702471872,342,2010,"tt1405500","ok","ok","PASS",2.1e+07,37729698,38017873,"2010PASS",22432869,40304065,40611902,1,1,7,"Female",55314,"Kimberly Elise",0,44944,"Drama",0,3.7e+07,22,7,2.216959,134,2010-11-05,1
"Forgetting Sarah Marshall",0.6384444444,0.3615555555,585,2008,"tt0800039","ok","ok","PASS",3e+07,63172463,105173042,"2008PASS",32467689,68368797,113824188,2,2,10,"Male",41088,"Jason Segel",0,9870,"Comedy",3e+07,105173115,1194,6.4,15.106676,111,2008-04-17,1
"Forrest Gump",0.8295929593,0.1704070406,1531,1994,"tt0109830","notalk-disagree","notalk","FAIL",5.5e+07,329694499,679400525,"1994FAIL",86441558,518169206,1067789822,5,3,7,"Male",31,"Tom Hanks",0,13,"Comedy",5.5e+07,677945399,8147,8.2,48.307194,142,1994-07-06,1
"Frankenweenie",0.7077439463,0.2922560537,116,2012,"tt1142977","nowomen-disagree","nowomen","FAIL",3.9e+07,35287788,81150788,"2012FAIL",39570904,35804351,82338719,1,1,20,"Male",49918,"Charlie Tahan",0,62214,"Animation",3.9e+07,35287788,951,6.6,10.296047,87,2012-10-04,1
"Friday the 13th",0.5779137973,0.4220862025,477,2009,"tt0758746","men","men","FAIL",1.7e+07,65002019,91700771,"2009FAIL",18457437,70574746,99562425,2,2,2,"Female",37469,"Betsy Palmer",0,4488,"Horror",550000,59754601,622,6.4,12.146747,95,1980-05-09,1
"Friday the 13th Part III",0.4659167604,0.5340832396,1710,1982,"tt0083972","dubious","dubious","FAIL",2250000,36690067,36690067,"1982FAIL",5429853,88542965,88542965,NA,NA,1,"Female",58799,"Dana Kimmell",0,9728,"Horror",4e+06,36690067,257,5.7,7.99229,95,1982-08-13,1
"Fright Night",0.8182031984,0.1817968016,215,2011,"tt1438176","dubious","dubious","FAIL",3e+07,18298649,40520649,"2011FAIL",31070724,18951742,41966863,1,1,1,"Male",14541,"Chris Sarandon",0,11797,"Horror",9e+06,24922237,279,6.9,7.472509,106,1985-08-02,1
"From Dusk Till Dawn",0.9003558719,0.0996441281,1457,1996,"tt0116367","notalk","notalk","FAIL",2e+07,25728961,25728961,"1996FAIL",29703299,38211750,38211750,4,3,1,"Male",1461,"George Clooney",0,755,"Action",1.9e+07,25836616,1644,6.9,15.339153,108,1996-01-19,1
"Frost/Nixon",0.9638978572,0.0361021426,587,2008,"tt0870111","notalk","notalk","FAIL",2.9e+07,18622031,28144586,"2008FAIL",31385433,20153811,30459656,2,2,6,"Male",3968,"Michael Sheen",0,11499,"Drama",0,0,333,7.2,11.641771,122,2008-10-15,1
"Frozen",0.5701044579,0.4298955421,26,2013,"tt2294629","ok","ok","PASS",1.5e+08,393050114,1004550114,"2013PASS",1.5e+08,393050114,1004550114,1,1,1,"Female",131820,"Emma Bell",0,44363,"Thriller",0,3065860,586,5.9,10.245682,93,2010-02-05,1
"Frozen River",0.2949065486,0.7050934512,588,2008,"tt0978759","ok","ok","PASS",1e+06,2511476,6030129,"2008PASS",1082256,2718061,6526145,2,2,6,"Female",6832,"Melissa Leo",0,10183,"Drama",0,0,99,6.7,4.747364,97,2008-08-01,1
"Fun with Dick and Jane",0.565308255,0.434691745,852,2005,"tt0369441","ok","ok","PASS",1.4e+08,110550000,201798116,"2005PASS",167024638,131889812,240751838,2,2,2,"Male",18364,"George Segal",0,24109,"Comedy",3e+06,0,13,6.6,1.224832,95,1977-03-18,1
"Funny People",0.8268678487,0.1731321512,478,2009,"tt1201167","notalk","notalk","FAIL",72500000,51855045,71880305,"2009FAIL",78715541,56300661,78042718,2,2,3,"Male",19292,"Adam Sandler",0,20829,"Comedy",7.5e+07,61458982,398,5.6,9.900376,146,2009-07-31,1
"G.I. Jane",0.4902640068,0.5097359934,1416,1997,"tt0119173","ok","ok","PASS",5e+07,48169156,48169156,"1997PASS",72561906,69904916,69904916,4,3,1,"Female",3416,"Demi Moore",0,4421,"Action",5e+07,48169156,404,6,9.37934,125,1997-08-22,1
"G.I. Joe: The Rise of Cobra",0.7740189447,0.2259810555,480,2009,"tt1046173","notalk-disagree","notalk","FAIL",1.75e+08,150201498,302469017,"2009FAIL",190003029,163078512,328400169,2,2,1,"Male",6065,"Dennis Quaid",0,14869,"Action",1.75e+08,302469017,1988,5.6,11.787058,118,2009-08-04,1
"Galaxy Quest",0.8432216738,0.1567783262,1301,1999,"tt0177789","notalk-disagree","notalk","FAIL",4.5e+07,71423726,90523726,"1999FAIL",62930791,99883369,126593993,4,3,40,"Male",12898,"Tim Allen",0,926,"Comedy",4.5e+07,90683916,722,6.9,15.831374,102,1999-12-23,1
"Gamer",0.7457245725,0.2542754276,481,2009,"tt1034032","notalk","notalk","FAIL",5e+07,20534907,35062683,"2009FAIL",54286580,22295397,38068663,2,2,1,"Male",17276,"Gerard Butler",0,18501,"Action",5e+07,40828540,778,5.6,9.730681,95,2009-09-03,1
"Gangs of New York",0.8757878151,0.1242121849,1095,2002,"tt0217505","notalk","notalk","FAIL",9.7e+07,77730500,190400000,"2002FAIL",125632384,100674928,246602123,3,2,2,"Male",6193,"Leonardo DiCaprio",0,3131,"Crime",1e+08,193772504,1964,7.1,14.922399,167,2002-12-14,1
"Gangster Squad",0.8952984682,0.1047015319,28,2013,"tt1321870","notalk","notalk","FAIL",6e+07,46000903,104100903,"2013FAIL",6e+07,46000903,104100903,1,1,12,"Male",16851,"Josh Brolin",0,82682,"Action",6e+07,105200903,1805,6.2,8.581558,113,2013-01-10,1
"Garden State",0.7367668097,0.2632331902,952,2004,"tt0333766","ok","ok","PASS",2500000,26782316,36028802,"2004PASS",3082982,33027761,44430462,3,2,1,"Male",5367,"Zach Braff",0,401,"Comedy",2500000,26781723,631,7.1,11.630809,102,2004-07-28,1
"Gattaca",0.9158088234,0.0841911765,1417,1997,"tt0119177","notalk-disagree","notalk","FAIL",3.6e+07,12532777,12532777,"1997FAIL",52244573,18188044,18188044,4,3,7,"Male",569,"Ethan Hawke",0,782,"Fiction",3.6e+07,12532777,1846,7.5,12.89312,106,1997-09-07,1
"Get Low",0.8523095028,0.1476904972,482,2009,"tt1194263","notalk-disagree","notalk","FAIL",7e+06,9176933,9696933,"2009FAIL",7600121,9963686,10528267,2,2,1,"Male",1532,"Bill Murray",0,44718,"Comedy",7500000,0,100,6.5,4.678848,103,2010-01-22,1
"Ghost",0.5682023486,0.4317976513,1606,1990,"tt0099653","men-disagree","men","FAIL",2.2e+07,217631306,517600000,"1990FAIL",39225459,388031265,922868068,5,3,2,"Male",723,"Patrick Swayze",0,251,"Drama",2.2e+07,5.05e+08,1381,6.9,11.945397,127,1990-07-12,1
"Ghost Town",0.815733638,0.1842663619,590,2008,"tt0995039","notalk","notalk","FAIL",2e+07,13252641,26612350,"2008FAIL",21645126,14342754,28801384,2,2,1,"Male",17835,"Ricky Gervais",0,12797,"Comedy",0,0,288,6.4,12.994773,102,2008-09-19,1
"Ghost World",0.3279643347,0.6720356657,1166,2001,"tt0162346","ok","ok","PASS",5500000,6217849,8761608,"2001PASS",7237153,8181731,11528926,3,2,4,"Female",2155,"Thora Birch",0,1548,"Comedy",7e+06,0,433,7.1,5.460971,111,2001-07-20,1
"Ghostbusters",0.8517379555,0.1482620445,1689,1984,"tt0087332","notalk-disagree","notalk","FAIL",3e+07,238632124,291632124,"1984FAIL",67243320,534880544,653677077,NA,NA,18,"Male",1532,"Bill Murray",0,620,"Comedy",3e+07,295212467,2431,7.3,22.089729,107,1984-06-07,1
"Girl with a Pearl Earring",0.4730611258,0.5269388742,1022,2003,"tt0335119","ok","ok","PASS",1.2e+07,11634362,43281552,"2003PASS",15193043,14730114,54798208,3,2,1,"Female",1245,"Scarlett Johansson",0,3635,"Drama",0,31466789,384,6.4,7.008512,101,2003-08-31,1
"Gladiator",0.8487916394,0.1512083605,1235,2000,"tt0172495","nowomen","nowomen","FAIL",1.03e+08,187683805,457683805,"2000FAIL",139349563,253918993,619204256,3,2,8,"Male",934,"Russell Crowe",0,98,"Action",1.03e+08,457640427,5566,7.9,23.186667,155,2000-05-01,1
"Glengarry Glen Ross",1,0,1576,1992,"tt0104348","nowomen","nowomen","FAIL",12500000,10725228,10725228,"1992FAIL",20754340,17807603,17807603,5,3,1,"Male",1158,"Al Pacino",0,9504,"Crime",12500000,10725228,330,7.5,6.792215,100,1992-09-15,1
"Gloria",0.5000000001,0.5,29,2013,"tt2425486","ok","ok","PASS",3e+07,4167493,4967493,"2013PASS",3e+07,4167493,4967493,1,1,4,"Female",4430,"Sharon Stone",0,45712,"Action",3e+07,0,13,5.5,1.807605,108,1999-01-22,1
"Gone in Sixty Seconds",0.8662345317,0.1337654685,1236,2000,"tt0187078","notalk","notalk","FAIL",103300000,101643008,232643008,"2000FAIL",139755436,137513677,314744675,3,2,1,"Male",2963,"Nicolas Cage",0,9679,"Action",9e+07,237202299,1511,6.1,14.091765,118,2000-06-09,1
"Good Night, and Good Luck.",0.8337764419,0.166223558,853,2005,"tt0433383","notalk","notalk","FAIL",7e+06,31501218,56586901,"2005FAIL",8351232,37581997,67510048,2,2,2,"Male",11064,"David Strathairn",0,3291,"Drama",7e+06,54600000,274,6.8,7.523098,93,2005-09-16,1
"Good Will Hunting",0.8503972151,0.149602785,1419,1997,"tt0119217","nowomen-disagree","nowomen","FAIL",1e+07,138433435,225933435,"1997FAIL",14512381,200899879,327883215,4,3,4,"Male",2157,"Robin Williams",0,489,"Drama",1e+07,225933435,2880,7.9,15.064833,126,1997-12-05,1
"Goodfellas",0.7867919158,0.2132080842,1607,1990,"tt0099685","men-disagree","men","FAIL",2.5e+07,46743809,46743809,"1990FAIL",44574385,83343062,83343062,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gosford Park",0.496918192,0.5030818078,1167,2001,"tt0280707","ok","ok","PASS",1.8e+07,41300105,41300105,"2001PASS",23685227,54344576,54344576,3,2,2,"Female",15735,"Helen Mirren",0,5279,"Drama",19800000,87754044,256,6.8,14.101101,137,2001-11-07,1
"Gran Torino",0.8791248642,0.120875136,591,2008,"tt1205489","men-disagree","men","FAIL",2.5e+07,148095302,274543085,"2008FAIL",27056408,160277075,297125986,2,2,1,"Male",190,"Clint Eastwood",0,13223,"Drama",3.3e+07,269958228,3181,7.8,14.794228,116,2008-12-09,1
"Gravity",0.5448932792,0.4551067208,30,2013,"tt1454468","nowomen-disagree","nowomen","FAIL",1.1e+08,271814796,708714796,"2013FAIL",1.1e+08,271814796,708714796,1,1,3,"Female",18277,"Sandra Bullock",0,49047,"Drama",1.05e+08,716392705,5879,7.3,18.50194,91,2013-09-27,1
"Green Lantern",0.8266681276,0.1733318725,216,2011,"tt1133985","notalk-disagree","notalk","FAIL",2e+08,116601172,231201172,"2011FAIL",207138157,120762760,239452924,1,1,6,"Male",10859,"Ryan Reynolds",0,44912,"Action",2e+08,219851172,2551,5.1,13.985631,114,2011-06-16,1
"Green Zone",0.9014713611,0.098528639,346,2010,"tt0947810","nowomen-disagree","nowomen","FAIL",1e+08,35497337,97523020,"2010FAIL",106823184,37919386,104177195,1,1,3,"Male",1892,"Matt Damon",0,22972,"Action",1e+08,94882889,730,6.4,11.174041,115,2010-03-11,1
"Gremlins",0.8324439701,0.1675560298,1690,1984,"tt0087363","notalk-disagree","notalk","FAIL",1.1e+07,148168459,148168459,"1984FAIL",24655884,332111304,332111304,NA,NA,25,"Male",16170,"Zach Galligan",0,927,"Comedy",1.1e+07,153083102,1629,6.9,11.333125,106,1984-06-07,1
"Grosse Pointe Blank",0.7563304877,0.2436695123,1420,1997,"tt0119229","ok","ok","PASS",1.5e+07,28084357,31070412,"1997PASS",21768572,40757090,45090566,4,3,7,"Male",3036,"John Cusack",0,9434,"Action",0,28084357,278,6.9,7.556814,107,1997-04-11,1
"Groundhog Day",0.6952391596,0.3047608404,1555,1993,"tt0107048","men-disagree","men","FAIL",14600000,70906973,70906973,"1993FAIL",23541900,114334580,114334580,5,3,11,"Male",1532,"Bill Murray",0,137,"Comedy",14600000,70906973,2358,7.4,12.989627,101,1993-02-11,1
"Hall Pass",0.7154853272,0.2845146728,217,2011,"tt0480687","men","men","FAIL",3.6e+07,45060734,83693266,"2011FAIL",37284868,46668987,86680344,1,1,3,"Male",887,"Owen Wilson",0,48988,"Comedy",3.6e+07,83160734,627,5.4,9.13273,105,2011-02-25,1
"Halloween",0.3571074174,0.6428925825,686,2007,"tt0373883","ok","ok","PASS",1.5e+07,58269151,77514401,"2007PASS",16853152,65467925,87090800,2,2,14,"Male",9221,"Donald Pleasence",0,948,"Horror",3e+05,7e+07,1066,7.4,13.672759,91,1978-10-25,1
"Halloween H20: 20 Years Later",0.4599442008,0.5400557991,1352,1998,"tt0120694","ok","ok","PASS",1.7e+07,55041738,55041738,"1998PASS",24295249,78661926,78661926,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Halloween II",0.4589359505,0.5410640497,1720,1981,"tt0082495","ok","ok","PASS",2500000,25533818,25533818,"1981PASS",6404716,65414737,65414737,NA,NA,1,"Female",8944,"Jamie Lee Curtis",0,11281,"Horror",2500000,25533818,370,6.4,13.501144,92,1981-10-30,1
"Hanna",0.454059727,0.5459402729,218,2011,"tt0993842","ok","ok","PASS",3e+07,40259119,65343694,"2011PASS",31070724,41695999,67675862,1,1,6,"Female",36592,"Saoirse Ronan",0,50456,"Action",3e+07,63782078,1284,6.5,8.071196,111,2011-04-07,1
"Hannibal",0.7022870664,0.2977129338,117,2012,"tt2243973","ok","ok","PASS",8.7e+07,165092266,350100280,"2012PASS",88273555,167508980,355225246,1,1,1,"Male",4173,"Anthony Hopkins",0,9740,"Crime",8.7e+07,351692268,1296,6.4,2.48875,131,2001-02-08,1
"Hannibal Rising",0.8452005881,0.1547994119,687,2007,"tt0367959","notalk","notalk","FAIL",5e+07,27669725,80583311,"2007FAIL",56177174,31088139,90538854,2,2,7,"Male",16790,"Gaspard Ulliel",0,1248,"Crime",5e+07,82169884,666,6,2.159558,121,2007-02-06,1
"Harry Potter and the Chamber of Secrets",0.8554930411,0.1445069588,1097,2002,"tt0295297","ok-disagree","ok","PASS",1e+08,261987880,878979634,"2002PASS",129517922,339321257,1138436153,3,2,23,"Male",10980,"Daniel Radcliffe",0,672,"Adventure",1e+08,876688482,5966,7.4,29.741452,161,2002-11-13,1
"Harry Potter and the Goblet of Fire",0.8236130868,0.1763869131,855,2005,"tt0330373","notalk-disagree","notalk","FAIL",1.5e+08,290013036,896911078,"2005FAIL",178954969,345995160,1070044630,2,2,1,"Male",10980,"Daniel Radcliffe",0,674,"Adventure",1.5e+08,895921036,5758,7.5,24.903058,157,2005-11-05,1
"Harry Potter and the Half-Blood Prince",0.8262246948,0.1737753052,484,2009,"tt0417741","ok-disagree","ok","PASS",2.5e+08,301959197,934416487,"2009PASS",271432899,327846641,1014525504,2,2,3,"Male",10980,"Daniel Radcliffe",0,767,"Adventure",2.5e+08,933959197,5435,7.4,19.083723,153,2009-07-07,1
"Hellboy",0.871615164,0.1283848359,955,2004,"tt0167190","notalk","notalk","FAIL",6e+07,59623958,99823958,"2004FAIL",73991573,73527840,123102194,3,2,1,"Male",2372,"Ron Perlman",0,1487,"Action",6.6e+07,99318987,2278,6.5,13.206854,122,2004-04-02,1
"Hellraiser",0.5812058663,0.4187941336,1652,1987,"tt0093177","ok","ok","PASS",1e+06,14564000,14564000,"1987PASS",2050397,29861988,29861988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Her",0.4898777506,0.5101222494,33,2013,"tt1798709","men-disagree","men","FAIL",2.3e+07,25000178,33029713,"2013FAIL",2.3e+07,25000178,33029713,1,1,5,"Male",73421,"Joaquin Phoenix",0,152601,"Drama",2.3e+07,47351251,4215,7.9,13.829515,126,2013-12-18,1
"Hercules",0.8519281381,0.1480718618,1421,1997,"tt0119282","ok-disagree","ok","PASS",7e+07,99112101,250700000,"1997PASS",101586669,143835260,363825398,4,3,16,"Male",15455,"Tate Donovan",0,11970,"Adventure",8.5e+07,252712101,1741,7.3,14.048694,93,1997-06-26,1
"Hero",0.6934235978,0.3065764023,1577,1992,"tt0104412","notalk","notalk","FAIL",4.2e+07,19487173,66787173,"1992FAIL",69734584,32355474,110889898,5,3,1,"Male",4483,"Dustin Hoffman",0,10699,"Comedy",4.2e+07,0,100,6.3,5.584089,117,1992-10-02,1
"Hesher",0.6382823111,0.3617176889,221,2011,"tt1403177","notalk","notalk","FAIL",7e+06,382946,382946,"2011FAIL",7249836,396614,396614,1,1,7,"Male",24045,"Joseph Gordon-Levitt",0,44835,"Drama",7e+06,382946,218,6.7,5.886972,106,2010-01-22,1
